[Header]
GSGX Version	1.6.0
Report Date	5/4/2010 1:35:59 PM
Project	Direct Hybrid
Group Set	Single
Analysis	DirectHybrid
Normalization	none
[Control Probe Profile]
TargetID	ProbeID	4849554032_A.AVG_Signal	4849554032_B.AVG_Signal	4849554032_C.AVG_Signal	4849554032_D.AVG_Signal	4849554032_E.AVG_Signal	4849554032_F.AVG_Signal	4849554032_G.AVG_Signal	4849554032_H.AVG_Signal	4859453004_A.AVG_Signal	4859453004_B.AVG_Signal	4859453004_C.AVG_Signal	4859453004_D.AVG_Signal	4859453004_E.AVG_Signal	4859453004_F.AVG_Signal	4859453004_G.AVG_Signal	4859453004_H.AVG_Signal	4859453022_A.AVG_Signal	4859453022_B.AVG_Signal	4859453022_C.AVG_Signal	4859453022_D.AVG_Signal	4859453022_E.AVG_Signal	4859453022_F.AVG_Signal	4859453022_G.AVG_Signal	4859453022_H.AVG_Signal	4859453023_A.AVG_Signal	4859453023_B.AVG_Signal	4859453023_C.AVG_Signal	4859453023_D.AVG_Signal	4859453023_E.AVG_Signal	4859453023_F.AVG_Signal	4859453023_G.AVG_Signal	4859453023_H.AVG_Signal	4859453024_A.AVG_Signal	4859453024_B.AVG_Signal	4859453024_C.AVG_Signal	4859453024_D.AVG_Signal	4859453024_E.AVG_Signal	4859453024_F.AVG_Signal	4859453024_G.AVG_Signal	4859453024_H.AVG_Signal	4859453027_A.AVG_Signal	4859453027_B.AVG_Signal	4859453027_C.AVG_Signal	4859453027_D.AVG_Signal	4859453027_E.AVG_Signal	4859453027_F.AVG_Signal	4859453027_G.AVG_Signal	4859453027_H.AVG_Signal	
NEGATIVE	5700019	82.6985	85.8088	91.2973	87.7919	99.4282	102.2266	115.5978	97.2640	131.4555	112.9433	111.2342	124.6896	112.9985	125.6111	120.3400	120.8438	150.8563	108.0339	122.4315	99.8576	104.8352	109.8668	149.2429	105.3412	133.2491	138.7514	114.8995	121.4124	108.9393	120.6922	118.2088	113.1764	132.1747	142.3863	169.9229	129.2649	138.4553	108.6079	137.6548	133.3455	112.7899	122.9632	104.4991	122.0484	101.6318	107.0635	129.7145	110.9250	
NEGATIVE	5700037	114.0596	102.2335	101.3772	98.1094	101.1403	108.5763	107.5783	105.1056	135.2766	131.2789	124.4378	131.3626	113.8598	118.7808	126.1175	124.4211	130.0365	120.4898	124.1624	114.6819	97.9390	120.4752	146.7738	106.0033	115.5715	158.1153	123.9177	150.5893	138.5392	125.6926	136.3286	117.5694	164.5930	139.3867	157.2362	130.1084	148.7946	140.8051	135.3785	162.6679	108.9643	134.3638	104.8086	124.7290	108.4655	111.4658	145.6336	113.5268	
NEGATIVE	5720082	90.8109	82.9181	81.6604	83.3138	96.8849	86.6718	96.9480	95.0908	114.3794	106.2502	104.8326	108.9338	101.2399	103.4990	94.5696	120.8097	117.7805	110.2536	116.8195	88.0812	76.0102	121.6220	131.4812	101.4423	111.9675	123.0033	123.4441	111.7182	96.7209	123.9245	116.9216	112.6913	115.5502	116.5963	138.5212	117.4965	134.4749	108.6214	115.2542	115.8512	91.2184	103.8201	90.6372	107.4638	101.5799	95.0600	122.8801	86.8548	
NEGATIVE	5720164	131.5904	111.4835	125.7131	121.1884	139.5182	134.9261	147.5963	156.6606	219.8880	163.0550	169.4876	160.3505	163.4049	175.5939	158.1474	149.6614	245.0839	141.3663	205.9997	163.7031	144.2718	201.3844	226.9692	198.1631	180.2954	196.8128	211.3553	218.1367	157.8445	194.8013	205.5090	146.3314	173.9348	227.3250	229.9057	213.9215	223.8929	186.5080	185.6470	188.6306	175.1547	178.5712	172.5807	189.5048	144.4635	166.6872	226.8447	147.9220	
NEGATIVE	5720301	96.2295	79.9500	84.9265	84.8116	82.8968	84.7405	88.7008	88.9409	118.4852	105.4680	98.2891	101.8376	89.9493	107.0663	111.8037	97.3620	109.7874	103.2658	99.8005	82.7312	90.8670	122.8452	141.4013	116.6802	112.3482	127.4010	113.6610	122.2758	120.3309	128.1650	113.6959	113.5727	112.1906	113.7585	143.0153	108.7984	128.3109	108.5757	139.1927	125.0751	87.1951	107.6959	105.0156	114.4040	88.4185	76.9124	130.3060	87.9582	
NEGATIVE	5810020	102.0496	79.8366	87.4600	78.1586	88.5067	86.2414	95.1708	77.8905	114.6468	106.9563	97.5616	97.1611	103.2635	102.7622	105.2117	111.5716	116.1640	113.4521	116.3396	89.2894	87.8720	83.8114	111.3111	96.1602	119.0213	122.2804	113.7760	104.9171	105.5736	120.2896	109.2058	107.9624	122.5671	109.4328	129.7619	128.3793	117.9710	111.3693	110.0924	116.6690	95.3203	108.2641	101.8107	109.4543	89.7388	89.4634	139.2116	106.6725	
NEGATIVE	5810451	88.9024	83.4357	94.5251	82.3873	81.0516	87.0068	76.2830	80.0667	113.7741	119.3065	95.5885	94.5409	121.4332	112.6142	92.6963	95.1290	121.7816	101.7353	103.6612	93.3146	85.1319	118.0558	117.0859	105.8319	120.5388	116.7065	99.0368	109.1463	100.6091	114.3518	108.8948	114.1908	128.0665	137.5914	147.8634	110.6815	114.9226	118.7933	112.7429	133.8623	90.3327	115.9447	112.8896	104.3747	98.1135	92.9176	107.3793	97.7031	
NEGATIVE	5810615	102.0669	79.6820	101.7489	107.9013	91.1266	95.8935	93.3298	87.4198	133.3829	114.9075	123.2625	118.9160	112.7887	134.3591	116.9021	162.6823	140.4336	101.8925	134.2476	102.7378	99.5756	109.5536	157.8323	126.4406	152.8004	147.6484	140.0423	120.5991	120.6362	149.2872	113.2871	138.8178	179.8684	151.3189	141.1882	140.6154	142.4515	175.5121	162.1375	178.9934	109.0725	121.0270	116.4094	112.2135	100.6123	94.5336	133.5286	102.5557	
NEGATIVE	5820161	114.0522	89.7954	101.6848	100.4007	109.1443	98.4992	121.0771	97.3329	140.8153	122.9364	124.6052	125.3185	131.6678	126.1786	127.8323	124.9129	149.9234	127.4565	141.7028	102.7628	97.8670	127.0034	171.0332	145.5349	132.8306	146.4493	140.3731	132.6739	124.5918	124.0842	137.9219	121.9695	129.9682	148.7804	167.6438	133.4278	157.8579	131.7122	147.8724	159.7717	106.6306	144.7781	120.9914	149.7607	101.6352	108.1600	147.9843	114.7030	
NEGATIVE	5820239	84.6230	84.7207	89.3004	84.6228	89.5799	81.6366	97.6736	86.3454	134.1623	109.3511	106.1542	108.5466	116.1527	113.5335	103.4592	115.7686	134.9546	110.1463	124.7281	99.8166	97.9840	115.6752	116.9861	110.0177	136.1013	134.0404	113.7283	117.1798	109.1946	120.6622	109.6465	117.3362	128.1001	128.1573	142.6328	117.6285	118.5086	132.0387	131.8188	133.1800	111.8329	108.7853	109.5672	111.6671	98.1784	106.5833	124.5501	107.0708	
NEGATIVE	5820243	105.9768	85.7893	95.8020	84.7460	97.8843	88.9792	97.1211	107.2654	144.4176	118.9690	110.6966	110.4944	129.7104	130.5628	117.1531	128.2738	146.9786	116.6355	118.0796	104.4467	101.9327	125.0448	152.9276	134.2924	119.3475	159.7607	125.1840	140.5079	122.5058	131.0592	142.7334	128.4760	174.5847	150.1537	149.8016	137.6045	160.5112	134.1413	143.6913	135.6427	124.4407	134.7786	113.7512	114.2678	119.5002	107.5792	149.2254	136.8548	
NEGATIVE	5820750	73.0477	76.9768	87.3210	84.4375	88.2954	76.0182	101.6834	75.7051	110.4392	99.5574	97.2901	99.0962	100.6196	96.9705	103.3713	99.1879	98.3720	111.4792	113.9826	76.6262	71.6951	106.5058	108.2478	108.6932	102.3912	114.8113	99.2997	107.6531	99.6012	107.6302	107.6623	94.5234	115.7086	125.4292	126.0400	115.6516	117.9154	101.7930	97.6541	107.5493	86.2316	100.0505	110.6424	103.0312	90.4371	107.3345	125.5891	86.4912	
NEGATIVE	5860095	98.7455	86.7499	88.9213	84.0157	95.4893	90.0118	115.7021	90.7393	127.0928	125.3891	110.5176	101.0536	117.8082	117.9495	94.0464	112.1590	140.6241	120.1142	118.8216	108.0988	106.7852	105.1491	125.1034	122.0140	105.8862	144.5375	114.1711	149.3157	126.2464	129.0746	130.6007	107.5329	138.6549	123.4368	140.8625	125.4090	132.6047	124.6467	109.7293	136.8886	98.6137	136.3166	110.6320	116.1754	96.3632	100.5424	138.7626	107.4738	
NEGATIVE	5860563	116.2608	102.6264	110.0719	102.3996	105.4742	103.6839	123.2402	116.9663	151.1888	150.6012	131.4858	138.0151	128.0210	152.6089	124.7450	135.2285	149.6611	125.8847	161.4389	102.9926	114.8006	150.4339	174.8635	129.1350	164.1860	169.9264	133.7086	143.3350	119.0928	159.6976	159.3866	134.9299	151.2398	176.7449	160.0603	157.0523	180.5097	155.4939	157.5302	153.0882	146.9633	147.0534	137.1855	136.0134	112.9771	126.1181	172.8259	136.6406	
NEGATIVE	5870347	435.3915	306.7935	391.4567	331.3813	478.7452	388.4286	472.5317	453.5250	599.8751	421.8069	405.6465	459.0861	574.2017	483.7798	489.6870	462.5583	749.7620	424.4804	667.2940	532.1476	517.9107	624.6939	699.4550	638.0514	558.2825	609.2910	554.4979	594.6134	476.8970	547.7328	590.3180	562.9948	658.9156	653.1038	675.3979	482.9666	645.5139	511.6969	641.9843	596.7737	567.5722	621.5106	559.5989	566.4374	490.6959	510.3777	772.7304	467.9303	
NEGATIVE	5870364	95.5113	90.9454	87.2342	80.2596	88.6212	88.1501	107.4336	84.1492	123.5401	124.3921	103.9137	112.1564	101.3213	106.5605	109.8440	104.6283	125.7622	94.6764	115.9940	85.6401	89.1637	103.4418	125.5882	115.6747	119.7759	134.3166	103.9831	115.6356	112.6202	115.3809	118.4636	120.5734	114.4570	137.5015	119.4346	125.1121	113.2682	112.9009	129.9493	133.9513	114.3773	107.8408	102.5064	109.2397	92.9246	97.3353	124.1322	106.1215	
NEGATIVE	5870373	88.6366	74.0542	81.1301	94.8362	112.2858	89.3264	105.0119	103.7735	126.2726	119.2418	130.1398	113.0437	105.0856	138.7331	113.7724	122.7387	144.9232	101.4678	129.5424	110.1111	95.6750	128.2752	192.8085	120.1751	120.1914	151.4498	119.8899	138.5679	124.2694	128.2453	128.3696	124.6975	152.5501	139.6560	136.6108	132.6570	138.5124	140.1044	127.6378	134.2555	95.4424	145.4483	96.7539	110.2306	92.6387	108.9512	166.4926	110.8959	
NEGATIVE	5890059	86.1362	79.5422	74.4659	83.1763	83.1361	83.9820	101.4675	88.1397	106.4902	99.8220	92.9537	103.4077	94.5369	104.9613	105.2963	102.6662	111.9295	96.3988	115.4331	87.9485	100.9675	96.1297	105.2306	117.4418	123.7674	127.8457	101.5057	112.0258	107.4036	108.5872	105.6998	108.9592	132.4817	122.6980	129.6032	107.1204	127.1082	123.7774	104.4130	118.3780	103.3265	107.1660	96.3755	94.7441	100.5120	89.0731	114.8564	86.0395	
NEGATIVE	5890458	101.3507	81.9129	88.2710	79.5839	85.0123	81.2637	108.3920	87.3501	119.2093	111.1802	104.3791	114.7900	107.6852	99.0458	92.0040	104.4042	101.5287	103.2597	114.6928	98.9199	81.9808	92.4315	118.9047	109.6766	102.6006	129.0062	111.4797	105.4550	102.8444	106.8287	101.2313	96.8353	114.2429	125.8557	130.4731	111.2847	121.1810	116.7863	112.4740	117.5828	86.6121	96.9798	99.8692	96.8755	94.0947	82.3073	114.3249	100.6868	
NEGATIVE	5890671	99.8636	79.3239	100.7723	103.3157	86.4585	89.6393	99.9294	98.0617	132.3760	115.3250	126.7168	122.0011	128.2664	118.6671	114.8136	126.7336	135.1369	111.2508	141.5929	106.4863	107.0944	110.4033	136.8900	108.0684	131.6368	134.1673	137.5442	144.3429	123.2762	144.2832	145.8284	131.5628	134.1627	165.1572	171.6738	115.4662	167.6220	138.3636	138.9733	145.2222	116.7311	128.6028	124.2614	117.4019	103.4280	113.4279	145.6891	120.6912	
NEGATIVE	5890719	95.1830	81.9173	87.1942	89.3092	94.0904	82.5340	114.3589	79.4571	129.2923	106.0006	107.6896	102.0506	112.5396	98.4469	108.5840	121.3091	135.2709	98.9847	120.0916	90.2252	102.4121	99.0209	135.4612	112.3027	124.2502	130.7106	114.7757	110.9964	106.7928	136.0583	115.5592	114.0242	125.9451	133.1291	136.7705	130.8050	145.4965	134.2106	124.9690	139.7925	100.4828	110.8886	106.1986	104.9575	87.4656	89.9567	121.8219	106.2917	
NEGATIVE	5900093	191.1657	147.9929	157.7229	148.0957	157.8042	180.1277	229.8499	189.1499	232.2534	220.2444	183.5275	201.5622	209.4339	210.1000	184.7150	249.9945	313.8954	173.8354	244.4383	168.7227	201.6179	204.8706	303.4399	220.6020	265.6312	254.7523	214.6671	218.1339	216.8511	271.1181	206.5249	212.5549	241.1977	325.1161	260.2416	198.1769	246.7225	256.5092	243.4826	230.2754	228.9189	260.7393	235.3407	226.2031	221.3605	227.2039	318.5042	198.8366	
NEGATIVE	5900139	109.3715	97.5142	111.1151	110.1946	113.0441	98.8112	129.5129	116.7153	135.6444	134.5055	120.4820	131.5879	130.6117	120.7282	113.9297	128.4174	159.4925	111.9716	148.8985	115.9471	109.9446	136.0890	171.0581	117.0929	171.6236	179.9136	152.9641	140.9965	122.5089	167.6112	146.2910	132.3261	159.1659	156.0915	161.7874	163.5876	202.1293	152.1575	138.7724	153.1871	124.0880	136.2132	132.0309	134.3844	104.7243	113.2809	163.7647	131.2004	
NEGATIVE	5900523	87.1861	84.8535	95.1597	89.7724	106.4026	93.3270	92.4808	95.8314	128.8593	120.9954	99.6893	106.3396	113.2643	116.2171	113.1028	111.2547	139.6457	107.3065	121.2545	98.3843	104.3336	120.8542	140.5835	116.7656	116.8834	125.7437	104.9876	126.6297	109.9511	110.8843	123.3469	121.6561	137.6210	136.6855	146.3257	120.0471	122.9019	123.4806	132.7188	121.9895	107.1477	116.1826	109.2767	123.5002	104.5834	97.3280	130.6432	102.9566	
NEGATIVE	5910372	95.0148	87.0559	100.1481	80.9903	98.7579	109.5036	114.6877	97.4523	134.8709	120.8991	129.4640	130.0354	127.6495	117.0915	118.1640	129.1566	141.3999	118.3424	136.0321	113.9597	125.2490	130.3573	137.9170	128.2084	154.0215	153.2418	135.3584	138.0008	136.8737	128.5254	135.0130	151.0583	138.9159	158.3960	153.5637	133.5966	165.1751	142.3178	135.8124	153.4413	121.3560	125.5949	122.6218	124.8849	112.2074	109.9692	146.1837	105.2410	
NEGATIVE	5910427	96.4041	86.5412	89.7853	80.3110	80.1227	79.7104	101.0731	85.1253	119.2850	105.4406	100.4913	105.6490	102.1806	112.0590	102.0924	98.4883	114.4319	110.0820	112.2657	100.2992	95.7791	99.1819	110.0521	102.4149	120.7694	121.6607	119.8273	106.3573	106.2881	114.0210	122.5295	113.7191	117.1112	125.1693	135.2505	114.8648	119.8419	126.2743	111.2173	128.2790	102.3597	114.5525	111.0201	119.3135	97.5097	89.6487	132.1240	101.4727	
NEGATIVE	5910673	100.3979	86.3145	94.1303	105.2983	95.9477	95.7460	112.5977	99.3835	125.4760	119.8437	105.9349	116.9190	129.8014	126.6635	107.5889	118.3400	160.7563	108.3468	127.6187	118.4404	107.0292	133.8594	143.4142	117.5806	147.2679	155.3568	122.1068	142.8882	120.2951	136.5703	136.0761	120.3944	135.3692	151.0322	158.2894	141.3962	155.7296	148.2294	140.9955	140.4077	124.2520	126.9745	131.2732	126.9229	107.3699	102.0553	140.8062	112.8976	
NEGATIVE	5960026	87.7213	93.0072	83.6965	76.6182	95.3136	84.8865	95.0371	86.4723	118.2664	118.3513	107.9143	118.0152	120.4678	111.1329	114.0779	94.9468	134.1990	111.4750	123.5615	106.0670	88.5696	102.7914	106.7332	110.0952	141.9214	125.0201	117.4744	128.8792	125.1567	122.7518	123.6296	114.0983	130.4431	124.7604	134.0069	124.9831	125.2124	116.6583	119.4519	119.0367	86.8467	105.1005	101.2643	109.9999	102.3244	97.6683	127.8205	105.3940	
NEGATIVE	5960347	87.4234	89.6576	91.5968	91.0953	84.7459	83.1694	91.6900	100.7685	130.9764	117.1982	92.4097	90.4983	114.7925	114.6824	100.2267	103.2320	127.3750	101.4973	118.4233	91.3064	86.7425	107.4064	143.9402	108.6002	120.4547	146.3242	113.5328	123.5610	117.3018	126.7178	131.3301	110.8129	132.5113	139.3972	128.6244	133.5991	132.3290	121.6522	123.8514	131.7589	103.5269	115.4760	98.9521	109.0417	93.4081	96.9108	140.6792	91.8468	
NEGATIVE	5960452	92.4753	84.0060	87.9208	75.5970	87.8606	96.0865	90.0603	70.3500	117.6671	106.3986	109.1718	103.7634	104.3890	109.0423	98.3957	118.4506	125.9156	106.4062	116.4763	100.6831	89.9222	98.1131	137.2191	99.4955	112.4158	142.6585	110.9958	119.5112	110.7042	104.4674	115.1294	109.8846	120.6877	127.0093	131.8715	127.1041	124.8381	112.7770	117.9334	127.1942	98.3711	106.9357	93.8466	115.8283	86.3531	87.8795	116.8285	99.3771	
NEGATIVE	6020187	132.8862	106.5208	135.0545	126.7628	146.9628	144.2500	155.2632	162.4543	244.8708	171.0123	152.8388	176.0374	184.1401	181.5394	168.9068	156.8634	242.9322	190.8468	274.4551	173.3683	159.1802	231.5720	271.3154	224.4803	210.9986	184.4037	159.9015	209.9603	165.8842	194.4768	230.0525	163.4854	193.3605	226.0228	214.7741	178.0634	157.5032	156.3305	163.0911	156.9538	187.6647	204.8372	169.0743	204.1664	153.9524	172.9186	273.7647	169.5355	
NEGATIVE	6020301	81.2272	75.2310	80.6951	82.0707	82.8833	84.1003	97.4353	91.0146	103.3742	103.2571	91.8209	94.4398	94.6247	91.8100	98.3667	97.4049	110.8046	100.4101	121.6523	81.7123	80.1764	105.3606	110.1194	92.2649	98.9509	112.1037	100.7851	101.8090	109.1234	104.0445	96.1150	99.3200	113.2338	117.2940	131.0750	102.2247	109.5379	106.1038	98.2365	123.0732	88.3001	96.7523	85.3199	104.5620	81.9079	80.4683	106.8380	91.1544	
NEGATIVE	6020731	301.9524	202.0346	221.8370	242.0180	252.7793	275.9804	292.5474	275.9698	401.6631	302.8030	281.0865	288.9387	373.9498	341.4323	329.0904	326.6443	480.5915	278.4933	389.6646	320.3245	323.1473	379.5849	528.5484	368.5786	383.0019	459.4572	277.8446	349.4405	296.3117	326.4848	341.7410	336.1713	438.4803	361.1342	390.2455	390.6207	486.5626	337.7178	340.1140	347.0620	352.7631	378.0979	346.1280	372.3520	261.4446	315.1562	491.6205	314.5575	
NEGATIVE	6040133	96.4633	86.8348	86.6821	79.6817	97.3658	88.6005	105.6976	84.8761	121.6097	106.7059	95.0716	107.1380	109.5329	119.4735	104.3296	119.1584	117.7430	104.7309	99.9740	95.0606	115.7177	99.8800	105.4820	102.5055	105.9513	116.6253	100.0942	110.1092	108.3239	112.1579	112.4339	100.7305	115.1089	101.2325	127.6686	114.1227	125.5849	106.0350	105.8560	114.7130	102.0636	107.8212	104.2888	112.6593	87.2532	111.2756	135.2088	97.0807	
NEGATIVE	6040184	122.4710	96.4516	105.2661	93.0297	96.4550	113.0867	134.6908	119.1129	153.4796	120.0250	120.8577	137.5103	142.0048	163.4888	111.2241	129.5037	135.7095	119.1343	153.6954	114.6853	131.8625	151.4732	170.8581	143.4557	176.9030	183.2561	135.8703	160.4079	135.8948	157.2402	149.0327	157.6897	163.9516	144.4781	187.0973	136.2858	179.2531	136.0699	145.9483	139.2803	127.7138	139.9314	142.1591	139.2998	120.8032	119.1571	179.5877	144.3447	
NEGATIVE	6040341	83.0569	97.2005	88.2789	91.4140	86.1293	93.1799	108.6502	92.4555	135.0767	129.2514	101.2652	120.5062	119.0260	151.2454	131.0418	123.4677	131.0303	101.4030	140.9931	107.5224	107.4020	109.3140	173.3131	117.8492	114.0012	138.4375	111.0652	129.8652	112.6658	133.6871	125.0091	124.2864	122.4196	133.6503	144.2025	126.1650	147.1613	118.4920	133.8494	129.4568	112.1727	123.2723	112.0098	123.8169	94.5937	108.4947	135.3059	105.7397	
NEGATIVE	6060088	121.3171	100.3517	96.0748	103.6834	102.0460	113.8345	124.9291	101.9178	135.2488	109.7467	108.0180	127.9921	143.0037	114.5574	124.4580	147.7654	157.9031	119.4292	127.9393	109.4701	123.9245	106.2963	142.1132	129.3709	135.8519	155.1464	132.6073	141.1966	138.7844	153.1812	143.7500	129.0111	158.9515	133.1423	153.9350	155.4414	157.8070	143.6266	147.7766	140.4996	109.0609	132.3907	135.7376	157.0017	99.5512	117.3666	155.3459	122.8454	
NEGATIVE	6060181	92.9300	84.9443	77.0756	92.2829	91.5576	88.2397	111.4207	85.2844	129.2081	115.8098	108.8107	109.9090	121.5422	124.1026	100.1240	110.6407	129.8231	104.5351	119.3547	104.1583	103.5925	115.0412	141.5761	116.6738	119.5630	128.7214	99.9602	127.7744	122.8404	129.1884	118.9329	123.7747	123.1721	128.6199	146.5791	125.7072	123.0128	140.6632	100.7580	126.9621	108.2398	123.4810	114.4496	130.1659	92.3511	110.9789	138.5854	107.9819	
NEGATIVE	6060541	93.3345	81.6298	118.5675	97.9207	135.5064	110.5775	127.6931	114.5361	152.2210	125.1231	135.5449	119.8034	135.7796	145.7858	134.7742	126.7042	166.4491	128.2242	143.5565	139.0530	149.0087	160.7054	174.0833	131.4403	135.3317	182.7307	140.2969	147.1097	151.7036	143.1164	144.3055	149.9703	147.6987	156.0245	167.5401	174.5434	151.7010	154.0591	150.9119	160.4608	139.6673	153.1294	134.9649	154.3773	104.3238	135.6009	158.1078	133.0813	
NEGATIVE	6100228	99.3721	90.1896	101.8026	91.4183	96.1208	85.1020	115.3136	85.5614	107.3689	124.2036	98.8473	109.7838	121.4619	126.7750	100.8914	124.8278	144.1210	110.0845	126.0632	91.5686	99.6136	126.7664	155.2161	127.0343	139.0326	132.9773	109.5261	136.1433	109.4617	127.9316	114.4828	130.4609	118.7897	126.1489	152.7138	125.2127	136.8639	141.8894	95.4575	119.8159	94.2939	135.0286	109.4206	123.3195	98.0302	97.5467	137.0208	102.3882	
NEGATIVE	6100709	113.7004	100.8027	106.2156	111.7844	108.6983	105.8463	128.9776	113.9317	125.6909	118.8041	105.7701	109.3548	123.3666	128.0087	121.3065	127.4574	148.9617	117.1415	129.4503	113.3069	111.1582	138.4643	158.3865	123.5907	152.6191	146.0015	150.2683	141.2611	126.3035	141.8320	141.8053	149.7666	148.2189	132.6151	145.7376	149.3031	152.5851	149.8733	143.1894	144.7899	121.4344	132.3986	118.9282	140.0003	116.5314	106.0866	166.1380	108.5503	
NEGATIVE	6100743	84.8226	81.7273	76.9920	76.8904	69.2157	72.1767	86.9032	82.9590	103.0704	92.0385	91.8529	90.5943	107.1559	99.5122	94.6100	105.5946	117.0676	98.1447	111.6920	81.7416	92.8758	90.5273	128.4179	93.6432	109.7479	121.2107	98.6771	110.9026	86.4013	100.5045	108.7994	100.0616	128.1079	117.6994	142.2787	113.9201	127.6654	112.3763	104.4610	112.9993	88.8651	108.9328	96.3250	101.6514	86.4435	83.7740	118.4843	86.3993	
NEGATIVE	6100750	85.9280	80.0840	85.0433	78.9165	76.2698	87.1156	100.4901	91.9654	117.0772	127.4105	88.5662	97.7873	111.4685	123.8940	97.0841	98.1544	115.7040	116.9913	112.7011	88.8234	94.8960	117.4242	139.2384	99.3973	113.1348	132.2608	110.4295	129.9446	102.7473	110.8643	111.9170	126.8032	116.4779	120.6476	117.4963	123.5700	121.7323	117.7551	92.9329	110.0967	96.1801	111.9734	97.9064	114.6150	96.7371	91.3426	117.5402	90.6141	
NEGATIVE	6110021	87.8267	79.6670	89.7994	76.1262	101.5195	99.7384	96.8259	91.9789	111.4166	108.7547	109.4722	103.5579	107.4842	116.7113	101.3968	112.2884	159.0595	96.5473	130.5037	102.0214	103.8441	94.5163	128.3879	98.9301	116.4400	123.0419	110.6822	114.8307	110.4900	115.6490	100.2217	109.7538	111.5038	135.4525	121.5843	124.1862	108.8093	112.0428	116.1496	126.3476	99.1320	113.7744	100.7885	139.5068	101.0343	106.2627	119.1949	98.2135	
NEGATIVE	6130167	96.6286	88.8190	93.9671	78.6243	103.9467	91.9946	95.4322	88.3699	130.7313	108.4037	110.3768	104.7011	111.6898	119.3536	119.2331	108.8455	141.9206	119.8764	115.9710	111.6252	89.6546	121.3443	131.7503	101.3789	122.5318	131.6808	106.8788	122.4861	113.0295	107.5390	129.2537	111.1791	130.6473	150.4376	131.1875	130.6959	132.3971	117.9343	125.9537	132.4914	98.6867	111.1656	99.8010	120.8850	85.6495	96.5954	125.2655	108.7225	
NEGATIVE	6130360	93.6417	75.1476	90.4967	75.2733	82.6934	82.1682	96.7289	81.8958	134.6290	113.5586	101.7162	96.5842	98.4644	97.6256	93.0999	111.6845	118.9460	106.7617	123.7519	95.6030	85.1054	106.0422	131.6024	105.7153	117.8436	144.7832	121.2177	107.6950	117.3350	135.0251	111.4067	102.2437	121.2396	141.6378	125.2047	125.0404	112.1779	126.4479	122.3076	119.6233	101.3142	130.5094	100.1402	118.9511	102.0066	101.3840	134.1371	96.3901	
NEGATIVE	6130743	103.5207	97.1121	106.6504	95.0865	102.8092	106.7661	123.0605	98.4372	170.0888	129.0063	110.8562	119.3683	140.2415	126.9218	118.2280	124.6263	158.4545	127.2702	169.0385	120.5306	115.1147	124.2855	161.2117	128.7771	167.6634	149.2729	105.1094	139.5465	123.8601	146.4129	142.3271	135.8396	139.8403	149.8824	154.1436	144.8242	148.8424	143.6240	161.8880	128.2552	125.0250	137.3468	131.1318	129.7467	101.5000	107.3051	204.1521	107.7279	
NEGATIVE	6180242	91.8482	80.2239	91.5087	77.3383	92.9524	86.2041	107.5675	92.7664	130.9610	103.3184	102.4315	91.4516	108.5828	98.8464	108.3395	119.9728	115.4420	95.2065	107.0437	102.7522	94.3541	115.7663	129.7458	92.7740	117.2499	126.1970	119.7615	112.9258	107.8208	112.3989	109.2896	113.2651	106.7123	111.5820	127.7740	107.7834	122.1929	119.0046	122.2111	120.4717	95.7833	110.4098	103.8792	116.9461	86.2733	95.9314	124.8359	97.0947	
NEGATIVE	6200092	83.1588	80.9598	85.0245	94.3685	95.1420	98.6968	104.2892	92.0658	126.1861	112.2760	105.7276	104.4958	104.5284	113.5619	108.0036	116.8358	126.2949	103.2262	121.0399	95.4233	83.8729	101.1343	135.2889	107.7761	120.6921	136.4513	121.9435	108.5595	109.1768	136.6612	117.0249	108.9468	112.3209	123.6253	136.6676	118.7671	111.4818	121.8555	110.3120	121.5252	98.8474	112.1409	92.7333	112.7965	109.6851	91.2204	126.0596	114.2316	
NEGATIVE	6200671	109.3403	92.0080	99.6657	94.4663	99.6490	101.9243	110.9771	115.5497	149.3559	143.5942	128.3638	125.9277	127.4749	136.9534	126.9256	124.8508	154.0128	121.5600	126.0758	123.8794	126.4367	120.8160	182.8725	129.6099	144.5012	159.7822	132.5628	149.5512	130.6824	136.9920	129.1992	138.2595	171.8513	158.9692	174.2543	146.5602	181.1616	126.1519	136.2306	164.1454	112.7793	129.5455	128.2822	157.2094	124.3537	136.5592	159.7341	126.1876	
NEGATIVE	6200711	146.8433	111.0029	118.3910	120.4820	118.0304	121.4791	143.5045	133.4005	191.5034	143.9938	137.3318	142.2710	164.8773	154.1237	170.1854	150.7001	174.3754	131.6657	169.8855	135.5117	140.4787	176.7154	203.3388	163.7626	160.1637	168.0701	155.4278	154.3923	154.0636	178.8784	171.7213	169.1660	146.2405	183.6882	195.4072	157.5043	173.2768	166.0188	151.8615	195.8019	168.6663	171.9813	152.3802	171.9334	140.2562	171.1205	200.5894	159.8000	
NEGATIVE	6200719	81.6758	88.9955	84.6376	79.0228	83.0361	87.6940	92.8949	78.7197	113.9575	97.7938	95.6691	110.0519	106.1761	103.7974	107.1127	97.0091	115.3733	100.1913	108.3051	104.1845	97.3435	89.6903	103.1362	100.4197	117.2681	124.7998	109.2283	117.4168	101.5904	112.6180	110.2122	104.7483	114.4244	129.2992	137.4242	112.0553	115.5715	118.6967	97.4217	116.4477	86.6677	109.4258	97.6546	113.1792	81.9385	90.7528	103.6644	90.6479	
